state,n,nA,nB,rewardA,rewardB,mn_rewardA,mn_rewardB
"[1, 0, 0, 1, 1, 1, 1, 1, 1, 0]",25155,5027,20128,469,1990,0.09329620051720708,0.09886724960254371
"[1, 0, 0, 0, 0, 1, 1, 0, 1, 1]",7470,2796,4674,244,473,0.08726752503576538,0.10119811724433034
"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",16182,10060,6122,958,554,0.0952286282306163,0.09049330284220843
"[1, 1, 0, 0, 1, 0, 0, 1, 0, 0]",6224,3549,2675,347,231,0.09777402085094393,0.08635514018691588
"[1, 1, 1, 1, 1, 1, 0, 0, 0, 1]",16881,5432,11449,530,1079,0.0975699558173785,0.09424403878067954
"[1, 1, 0, 1, 0, 1, 1, 1, 0, 0]",6728,2708,4020,274,363,0.10118168389955687,0.09029850746268657
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",10310,6916,3394,680,316,0.09832272990167727,0.09310548025928109
"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1]",10148,6780,3368,666,308,0.09823008849557523,0.09144893111638955
"[0, 1, 1, 1, 1, 1, 0, 0, 1, 1]",17179,6800,10379,634,988,0.09323529411764706,0.09519221504961943
"[0, 0, 1, 1, 1, 0, 1, 1, 0, 1]",6170,2643,3527,259,350,0.09799470298902763,0.09923447689254324
"[0, 0, 0, 1, 1, 1, 1, 1, 0, 0]",8272,4862,3410,458,353,0.0941999177293295,0.10351906158357771
"[1, 0, 0, 1, 1, 0, 1, 1, 0, 1]",6266,2324,3942,249,386,0.10714285714285714,0.09791983764586504
"[1, 1, 0, 0, 1, 1, 1, 0, 0, 1]",8407,3436,4971,341,458,0.09924330616996507,0.09213437940052303
"[0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",4560,2412,2148,239,207,0.09908789386401327,0.09636871508379888
"[0, 1, 1, 0, 1, 1, 0, 0, 1, 0]",4731,2494,2237,217,196,0.08700882117080995,0.08761734465802413
"[1, 1, 1, 1, 1, 1, 0, 1, 0, 0]",12587,3986,8601,371,845,0.09307576517812344,0.09824439018718753
"[0, 1, 1, 0, 0, 0, 1, 1, 1, 0]",5439,3008,2431,295,241,0.09807180851063829,0.09913615795968737
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 1]",4773,2368,2405,243,228,0.10261824324324324,0.09480249480249481
"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0]",4447,2236,2211,205,204,0.09168157423971378,0.09226594301221167
"[0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",4990,2543,2447,227,235,0.08926464805348014,0.09603596240294238
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",5787,3285,2502,318,219,0.09680365296803653,0.08752997601918465
"[0, 0, 1, 0, 1, 0, 1, 1, 1, 1]",7837,3527,4310,363,420,0.10292032889140913,0.09744779582366589
"[1, 0, 0, 0, 1, 1, 1, 1, 1, 0]",6911,2795,4116,277,387,0.09910554561717352,0.09402332361516035
"[0, 0, 1, 0, 0, 1, 1, 1, 1, 1]",10032,4576,5456,458,540,0.10008741258741259,0.09897360703812316
"[1, 1, 1, 1, 0, 0, 0, 0, 1, 0]",7718,3801,3917,331,360,0.08708234675085504,0.09190707173857544
"[1, 1, 1, 1, 1, 0, 0, 1, 0, 1]",12543,3568,8975,336,851,0.09417040358744394,0.09481894150417827
"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0]",5997,3606,2391,336,216,0.09317803660565724,0.0903387703889586
"[1, 0, 0, 1, 1, 1, 1, 1, 0, 0]",9386,3233,6153,303,556,0.09372100216517167,0.0903624248334146
"[1, 0, 1, 1, 1, 0, 1, 0, 0, 0]",4929,2384,2545,248,238,0.1040268456375839,0.09351669941060904
"[0, 1, 0, 1, 1, 1, 0, 1, 0, 0]",4548,2368,2180,225,238,0.09501689189189189,0.10917431192660551
"[0, 1, 1, 1, 1, 1, 0, 1, 1, 1]",31655,10168,21487,947,2085,0.09313532651455547,0.09703541676362452
"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",28224,22631,5593,2183,542,0.09646060713181034,0.09690684784552119
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",82746,59595,23151,5700,2159,0.0956456078530078,0.09325731069932185
"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",70943,60554,10389,5750,1009,0.09495656769164712,0.09712195591491
"[0, 1, 1, 0, 0, 1, 1, 0, 0, 0]",20388,16273,4115,1502,385,0.0923001290481165,0.09356014580801944
"[1, 0, 0, 0, 1, 1, 0, 0, 1, 1]",8848,4276,4572,432,442,0.10102899906454631,0.09667541557305337
"[1, 1, 1, 0, 1, 1, 0, 1, 0, 0]",6006,2403,3603,238,356,0.09904286308780691,0.09880655009714127
"[0, 1, 0, 0, 0, 1, 0, 1, 1, 1]",6235,3414,2821,321,255,0.09402460456942004,0.09039347749025169
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",10381,7036,3345,655,326,0.09309266628766344,0.09745889387144993
"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",10502,6705,3797,626,400,0.09336316181953766,0.10534632604687912
"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",9898,6499,3399,618,297,0.09509155254654562,0.08737864077669903
"[0, 0, 0, 1, 1, 1, 0, 1, 0, 0]",6552,4137,2415,403,237,0.09741358472322939,0.09813664596273292
"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",9866,6232,3634,624,376,0.10012836970474968,0.10346725371491469
"[0, 0, 1, 0, 0, 1, 0, 1, 1, 1]",6846,3810,3036,383,301,0.1005249343832021,0.09914361001317523
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",135447,112739,22708,10772,2123,0.09554812442899085,0.09349128060595385
"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",15368,9771,5597,940,534,0.09620304984136731,0.0954082544220118
"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",12892,8596,4296,792,411,0.0921358771521638,0.09567039106145252
"[1, 0, 1, 1, 0, 0, 0, 0, 1, 0]",5703,3349,2354,322,226,0.0961481039116154,0.09600679694137638
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",141958,117153,24805,11161,2412,0.0952685804034041,0.09723845998790566
"[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",30877,10614,20263,1054,1904,0.09930280761258715,0.0939643685535212
"[1, 0, 0, 1, 0, 1, 1, 1, 1, 1]",13319,4316,9003,396,877,0.0917516218721038,0.0974119737865156
"[1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",87269,22293,64976,2085,6144,0.09352711613510968,0.09455799064269885
"[1, 0, 1, 1, 0, 1, 0, 1, 1, 0]",5579,2311,3268,214,325,0.09260060579835569,0.09944920440636475
"[0, 1, 0, 0, 1, 0, 0, 0, 0, 1]",10760,7120,3640,707,356,0.09929775280898877,0.0978021978021978
"[1, 1, 1, 1, 0, 0, 0, 0, 1, 1]",31725,12952,18773,1182,1872,0.09126003705991352,0.09971767964630054
"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]",11525,8067,3458,769,346,0.09532663939506632,0.10005783689994216
"[0, 0, 1, 0, 0, 1, 0, 1, 0, 1]",5551,3259,2292,337,209,0.10340595274624118,0.0911867364746946
"[0, 1, 1, 1, 0, 0, 1, 1, 0, 1]",5929,2585,3344,252,325,0.09748549323017408,0.097188995215311
"[1, 0, 1, 1, 0, 0, 0, 1, 1, 1]",8000,3299,4701,327,496,0.09912094574113367,0.10550946607104872
"[1, 0, 0, 1, 1, 1, 1, 0, 0, 0]",16007,4173,11834,428,1133,0.10256410256410256,0.09574108500929525
"[1, 1, 0, 1, 0, 1, 1, 0, 0, 0]",5781,2785,2996,275,304,0.09874326750448834,0.10146862483311081
"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1]",17948,13140,4808,1230,472,0.09360730593607305,0.09816971713810316
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",32202,22949,9253,2201,912,0.09590831844524816,0.09856262833675565
"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",29275,19702,9573,1796,857,0.09115825804486855,0.08952261568996135
"[1, 0, 1, 1, 1, 0, 0, 1, 1, 1]",14456,4790,9666,426,943,0.08893528183716075,0.09755845230705566
"[1, 0, 1, 0, 1, 1, 1, 1, 1, 1]",33188,8446,24742,790,2327,0.0935354013734312,0.09405060221485732
"[0, 1, 0, 0, 0, 0, 1, 0, 1, 0]",9445,6286,3159,629,324,0.10006363347120585,0.10256410256410256
"[0, 1, 1, 1, 0, 1, 0, 1, 1, 1]",11652,4484,7168,428,748,0.09545049063336307,0.10435267857142858
"[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]",27342,6663,20679,626,2023,0.09395167342038122,0.09782871512162097
"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",28132,19780,8352,1844,796,0.09322548028311425,0.09530651340996169
"[0, 0, 0, 1, 1, 1, 1, 0, 0, 1]",16656,12442,4214,1161,392,0.09331297219096608,0.09302325581395349
"[1, 1, 1, 0, 0, 0, 0, 1, 1, 0]",16191,4257,11934,408,1146,0.09584214235377025,0.09602815485168427
"[1, 1, 1, 0, 0, 0, 1, 0, 1, 1]",7466,2767,4699,238,441,0.08601373328514637,0.0938497552670781
"[0, 1, 0, 0, 1, 0, 0, 1, 1, 0]",6494,3820,2674,321,262,0.08403141361256544,0.09798055347793568
"[1, 0, 1, 0, 0, 0, 1, 0, 1, 1]",5088,2611,2477,254,235,0.09728073535044045,0.09487283003633427
"[0, 1, 1, 0, 0, 0, 0, 0, 1, 1]",11900,8205,3695,755,387,0.09201706276660573,0.1047361299052774
"[0, 1, 0, 0, 1, 0, 0, 1, 1, 1]",7074,3876,3198,369,317,0.09520123839009288,0.09912445278298937
"[0, 0, 1, 0, 0, 1, 0, 1, 1, 0]",5793,3387,2406,317,235,0.0935931502804842,0.09767248545303409
"[1, 0, 0, 0, 1, 1, 1, 1, 0, 0]",8402,4010,4392,366,419,0.0912718204488778,0.09540072859744991
"[0, 1, 1, 0, 1, 1, 0, 0, 0, 1]",5279,2782,2497,273,262,0.09813084112149532,0.10492591109331198
"[0, 1, 1, 0, 1, 0, 1, 1, 0, 0]",5372,2777,2595,275,251,0.09902772776377386,0.09672447013487476
"[0, 0, 1, 1, 1, 0, 1, 0, 1, 0]",4803,2431,2372,235,207,0.09666803784450843,0.0872681281618887
"[1, 1, 1, 1, 0, 1, 1, 0, 0, 1]",12871,4133,8738,404,868,0.09774981853375272,0.0993362325474937
"[1, 1, 1, 0, 0, 1, 0, 0, 1, 0]",5121,2346,2775,214,262,0.09121909633418585,0.09441441441441441
"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",5985,3414,2571,310,220,0.09080257762155829,0.08556981719175417
"[0, 0, 1, 1, 0, 1, 0, 0, 1, 0]",5972,3552,2420,331,219,0.09318693693693694,0.09049586776859504
"[0, 0, 0, 1, 1, 0, 1, 1, 1, 0]",5289,2896,2393,286,252,0.09875690607734806,0.10530714584203928
"[0, 1, 0, 1, 0, 1, 1, 1, 1, 1]",12312,4513,7799,466,713,0.10325725681364946,0.0914219771765611
"[1, 1, 0, 0, 0, 1, 0, 0, 1, 1]",6676,3321,3355,326,336,0.09816320385426076,0.10014903129657228
"[1, 0, 0, 1, 1, 1, 0, 1, 1, 0]",6258,2351,3907,205,386,0.08719693747341557,0.09879703097005375
"[0, 1, 1, 1, 0, 0, 1, 1, 1, 0]",6375,2775,3600,289,342,0.10414414414414415,0.095
"[0, 1, 0, 1, 1, 0, 0, 0, 1, 0]",5561,3259,2302,303,217,0.09297330469469162,0.09426585577758471
"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0]",6152,3603,2549,374,255,0.10380238689980571,0.10003923107100823
"[0, 0, 1, 1, 0, 0, 1, 0, 0, 1]",7366,4316,3050,443,286,0.10264133456904541,0.09377049180327869
"[0, 1, 0, 1, 0, 1, 0, 1, 1, 1]",6756,3044,3712,276,340,0.09067017082785808,0.09159482758620689
"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0]",5308,3082,2226,285,193,0.09247242050616483,0.0867026055705301
"[1, 1, 0, 1, 1, 0, 0, 1, 0, 1]",5673,2356,3317,193,309,0.08191850594227504,0.09315646668676515
"[0, 1, 1, 0, 1, 1, 0, 1, 1, 0]",5753,2572,3181,250,291,0.09720062208398134,0.09148066645708897
"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1]",5388,2712,2676,253,237,0.09328908554572271,0.08856502242152467
"[0, 1, 0, 1, 0, 1, 1, 1, 0, 1]",5389,2288,3101,229,299,0.10008741258741259,0.0964205095130603
"[1, 1, 1, 0, 1, 1, 0, 0, 1, 0]",5756,2335,3421,226,316,0.09678800856531049,0.0923706518561824
"[1, 0, 0, 1, 1, 1, 0, 1, 0, 1]",6154,2197,3957,199,371,0.09057806099226218,0.09375789739701794
"[0, 1, 0, 1, 0, 0, 1, 1, 1, 0]",4718,2368,2350,223,209,0.0941722972972973,0.08893617021276595
"[1, 0, 1, 1, 1, 0, 1, 0, 1, 0]",5360,2217,3143,193,322,0.08705457825890843,0.10244988864142539
"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",15237,5050,10187,494,948,0.09782178217821783,0.09305978207519387
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",47347,25074,22273,2367,2108,0.09440057430007179,0.09464373905625645
"[0, 0, 0, 1, 1, 0, 1, 1, 0, 1]",5372,2962,2410,271,229,0.09149223497636733,0.0950207468879668
"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",13310,8484,4826,786,463,0.09264497878359264,0.09593866556154165
"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]",12043,8196,3847,780,342,0.0951683748169839,0.08890044190278139
"[1, 0, 1, 1, 1, 0, 1, 1, 0, 0]",6194,2532,3662,240,357,0.0947867298578199,0.09748771163298744
"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",30555,22705,7850,2119,752,0.09332746091169346,0.09579617834394905
"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",12713,8418,4295,789,434,0.09372772630078403,0.1010477299185099
"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",12604,9236,3368,880,344,0.09527934170636639,0.1021377672209026
"[0, 1, 0, 0, 1, 0, 1, 1, 1, 1]",7357,3295,4062,353,422,0.1071320182094082,0.10388970950270802
"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",135020,113696,21324,10831,2045,0.09526280607936954,0.0959013318326768
"[0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",8077,3648,4429,343,402,0.09402412280701754,0.0907654097990517
"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]",11989,8187,3802,805,362,0.09832661536582386,0.09521304576538664
"[1, 1, 0, 0, 0, 0, 1, 0, 1, 1]",7174,3546,3628,341,331,0.09616469261139311,0.0912348401323043
"[0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",7905,4697,3208,468,291,0.09963806685118161,0.09071072319201995
"[1, 1, 1, 0, 0, 0, 1, 1, 0, 1]",6589,2409,4180,252,434,0.10460772104607721,0.10382775119617225
"[1, 0, 1, 1, 1, 0, 1, 1, 1, 1]",29910,7633,22277,744,2009,0.09747150530590855,0.09018269964537415
"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1]",34295,10121,24174,976,2277,0.0964331587787768,0.09419210722263589
"[1, 0, 1, 0, 1, 0, 0, 1, 1, 1]",7553,3145,4408,289,488,0.0918918918918919,0.11070780399274047
"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0]",10136,6745,3391,624,321,0.09251297257227575,0.09466234149218519
"[1, 1, 0, 0, 1, 0, 1, 0, 0, 0]",6565,3783,2782,338,296,0.08934707903780069,0.10639827462257369
"[0, 1, 0, 0, 0, 1, 1, 0, 0, 0]",13293,8944,4349,832,403,0.09302325581395349,0.09266498045527707
"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",10644,7238,3406,684,317,0.09450124343741365,0.09307105108631826
"[1, 1, 0, 1, 1, 1, 0, 0, 0, 0]",6869,3270,3599,294,310,0.08990825688073395,0.08613503751041957
"[1, 0, 1, 1, 0, 1, 1, 1, 0, 0]",6444,2579,3865,242,360,0.09383481969755719,0.09314359637774904
"[0, 1, 1, 0, 1, 1, 1, 1, 0, 1]",10011,3569,6442,365,627,0.10226954328943681,0.09733002173238124
"[1, 1, 0, 1, 1, 0, 0, 0, 1, 1]",7288,3055,4233,305,424,0.09983633387888707,0.10016536735175999
"[1, 0, 1, 1, 0, 0, 0, 1, 1, 0]",5321,2617,2704,233,265,0.08903324417271685,0.09800295857988166
"[0, 0, 1, 1, 0, 0, 1, 0, 1, 1]",7077,3614,3463,369,345,0.10210293303818484,0.09962460294542304
"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",27971,21239,6732,2086,692,0.09821554687132163,0.10279263220439691
"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",27986,21254,6732,2040,665,0.09598193281264703,0.09878193701723113
"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1]",32610,8136,24474,742,2352,0.09119960668633235,0.09610198578082864
"[0, 1, 0, 0, 1, 0, 0, 0, 1, 0]",9452,6334,3118,575,301,0.0907799179033786,0.09653624118024375
"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1]",10039,6719,3320,676,314,0.10061020985265665,0.09457831325301205
"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1]",27638,22419,5219,2058,489,0.09179713635755386,0.09369611036597049
"[1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",9633,3125,6508,279,637,0.08928,0.09787953288260602
"[0, 1, 1, 0, 1, 0, 1, 0, 0, 0]",6107,3737,2370,389,245,0.10409419320310409,0.10337552742616034
"[1, 0, 0, 0, 0, 0, 1, 1, 1, 0]",6768,3650,3118,334,271,0.09150684931506849,0.08691468890314304
"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0]",15817,4195,11622,392,1130,0.0934445768772348,0.09722939253140596
"[1, 0, 0, 1, 0, 0, 0, 1, 1, 1]",7405,3524,3881,324,351,0.09194097616345062,0.09044060809069827
"[1, 1, 1, 0, 0, 1, 0, 0, 0, 1]",5578,2534,3044,247,295,0.09747434885556433,0.0969119579500657
"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",11788,6766,5022,655,460,0.09680756724800473,0.09159697331740342
"[1, 1, 1, 1, 0, 1, 0, 1, 0, 0]",6365,2548,3817,263,375,0.1032182103610675,0.09824469478648153
"[0, 1, 1, 1, 1, 0, 1, 0, 1, 0]",5945,2839,3106,283,313,0.09968298696724198,0.10077269800386349
"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1]",27652,22293,5359,2093,515,0.09388597317543623,0.0961000186601978
"[0, 1, 1, 0, 0, 1, 0, 0, 1, 0]",5877,3612,2265,367,217,0.10160575858250277,0.09580573951434879
"[0, 0, 1, 0, 1, 1, 0, 0, 1, 0]",5521,3226,2295,313,214,0.09702417854928705,0.09324618736383443
"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0]",5877,3511,2366,305,232,0.08686983765309028,0.09805579036348266
"[0, 1, 0, 0, 1, 1, 0, 1, 0, 0]",5582,3309,2273,291,222,0.08794197642792384,0.09766827980642323
"[0, 0, 0, 0, 1, 1, 1, 1, 0, 1]",8327,4333,3994,410,395,0.0946226632817909,0.09889834752128192
"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",5489,3055,2434,309,246,0.1011456628477905,0.10106820049301561
"[1, 1, 1, 0, 0, 0, 1, 0, 0, 1]",5820,2568,3252,249,335,0.0969626168224299,0.10301353013530136
"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",9861,6561,3300,581,314,0.08855357415028196,0.09515151515151515
"[1, 0, 0, 0, 1, 1, 1, 0, 1, 1]",6498,2461,4037,250,394,0.10158472165786266,0.09759722566262076
"[1, 1, 0, 0, 0, 1, 1, 1, 0, 1]",6387,2604,3783,244,381,0.09370199692780339,0.1007137192704203
"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0]",8297,4224,4073,386,375,0.09138257575757576,0.09206972747360667
"[0, 1, 1, 0, 0, 0, 1, 0, 1, 0]",6111,3870,2241,414,218,0.10697674418604651,0.09727800089245872
"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1]",9212,4185,5027,408,514,0.0974910394265233,0.10224786154764273
"[0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",6535,4128,2407,382,246,0.09253875968992248,0.10220191109264645
"[0, 0, 0, 1, 0, 0, 1, 1, 1, 1]",9404,5507,3897,541,377,0.09823860541129471,0.09674108288426995
"[1, 1, 1, 1, 0, 1, 0, 0, 0, 1]",6703,2699,4004,285,377,0.10559466469062616,0.09415584415584416
"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1]",4693,2290,2403,223,239,0.09737991266375545,0.09945900957136912
"[0, 1, 0, 1, 1, 1, 0, 0, 1, 1]",7698,3281,4417,313,410,0.095397744590064,0.09282318315598823
"[0, 0, 0, 1, 0, 1, 1, 1, 1, 0]",5698,3023,2675,265,238,0.08766126364538537,0.08897196261682243
"[0, 1, 1, 1, 1, 1, 0, 0, 0, 1]",6997,3327,3670,342,341,0.10279531109107304,0.09291553133514986
"[0, 0, 0, 1, 0, 1, 0, 1, 1, 1]",7362,4264,3098,442,296,0.10365853658536585,0.09554551323434474
"[0, 0, 1, 0, 1, 0, 0, 1, 1, 0]",6557,3962,2595,362,241,0.09136799596163554,0.0928709055876686
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 0]",5210,3052,2158,296,201,0.09698558322411534,0.09314179796107507
"[0, 1, 1, 0, 1, 0, 1, 0, 0, 1]",5050,2668,2382,270,251,0.10119940029985007,0.10537363560033586
"[0, 1, 0, 0, 1, 1, 0, 1, 0, 1]",4598,2342,2256,225,221,0.09607173356105893,0.09796099290780141
"[1, 0, 0, 1, 0, 1, 0, 1, 0, 0]",5710,3185,2525,306,249,0.09607535321821035,0.09861386138613862
"[0, 0, 0, 0, 1, 0, 1, 0, 1, 1]",7917,4921,2996,464,288,0.09428977850030482,0.09612817089452604
"[1, 0, 1, 1, 1, 0, 1, 0, 0, 1]",5729,2288,3441,214,312,0.09353146853146853,0.09067131647776809
"[1, 0, 1, 1, 1, 1, 1, 0, 1, 1]",27338,6826,20512,622,1925,0.09112217990038089,0.093847503900156
"[1, 0, 0, 1, 1, 1, 1, 0, 1, 1]",14039,3703,10336,343,995,0.09262759924385633,0.09626547987616099
"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]",14868,5041,9827,440,939,0.08728426899424717,0.09555306807774498
"[0, 1, 1, 1, 0, 1, 1, 0, 0, 0]",5656,2928,2728,272,272,0.09289617486338798,0.09970674486803519
"[0, 0, 1, 0, 0, 0, 1, 0, 1, 1]",6794,4103,2691,363,271,0.08847184986595175,0.10070605722779635
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",186006,124930,61076,11952,5862,0.09566957496197871,0.09597878053572598
"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",29410,11323,18087,1059,1693,0.09352645058730019,0.09360314037706641
"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0]",21669,17204,4465,1632,437,0.09486166007905138,0.09787234042553192
"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",29403,17473,11930,1635,1110,0.09357294110913981,0.09304274937133278
"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",21923,17317,4606,1576,434,0.09100883524859964,0.09422492401215805
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",33658,24502,9156,2329,848,0.09505346502326341,0.0926168632590651
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",137944,115351,22593,10957,2171,0.09498833993636813,0.09609170982162617
"[1, 0, 0, 0, 0, 1, 0, 1, 1, 0]",6092,3266,2826,309,271,0.09461114513165952,0.09589525831564048
"[1, 0, 1, 1, 1, 0, 0, 0, 1, 1]",6781,2720,4061,261,379,0.09595588235294118,0.09332676680620537
"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",30111,7272,22839,697,2177,0.09584708470847085,0.09531940978151408
"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0]",15215,10102,5113,983,487,0.09730746386854089,0.09524740856639938
"[0, 1, 0, 1, 0, 0, 0, 1, 1, 1]",6966,3818,3148,356,264,0.09324253535882661,0.08386277001270648
"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1]",11162,6828,4334,674,401,0.0987111892208553,0.09252422704199353
"[0, 0, 0, 1, 0, 1, 1, 0, 0, 1]",6787,3978,2809,401,248,0.1008044243338361,0.08828764684941261
"[0, 1, 0, 0, 1, 1, 1, 0, 0, 1]",5412,2820,2592,279,254,0.09893617021276596,0.09799382716049383
"[1, 0, 1, 0, 1, 1, 0, 1, 0, 1]",5375,2198,3177,197,282,0.08962693357597816,0.08876298394711993
"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1]",17098,12063,5035,1140,519,0.0945038547624969,0.10307845084409135
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",9900,6450,3450,640,331,0.09922480620155039,0.09594202898550724
"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0]",9822,6612,3210,630,305,0.09528130671506352,0.09501557632398754
"[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]",9755,6592,3163,614,285,0.09314320388349515,0.09010433133101486
"[0, 1, 0, 0, 0, 1, 0, 0, 1, 1]",7041,4272,2769,411,279,0.09620786516853932,0.10075839653304441
"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",15003,10810,4193,1022,423,0.09454209065679926,0.10088242308609588
"[0, 1, 1, 1, 1, 1, 1, 1, 0, 1]",29524,9938,19586,895,1802,0.09005836184342926,0.0920044930052078
"[1, 0, 1, 1, 1, 1, 1, 1, 1, 0]",29661,7655,22006,756,2100,0.09875898105813194,0.09542851949468327
"[1, 1, 1, 1, 0, 1, 0, 0, 0, 0]",6579,3103,3476,328,318,0.10570415726716081,0.09148446490218642
"[0, 1, 1, 1, 0, 0, 0, 1, 1, 1]",8607,4230,4377,397,383,0.09385342789598108,0.0875028558373315
"[0, 1, 1, 1, 0, 1, 1, 1, 1, 0]",10625,3828,6797,371,619,0.09691745036572623,0.09106958952479034
"[1, 1, 1, 0, 1, 1, 1, 0, 1, 1]",28025,6711,21314,640,1978,0.0953658173148562,0.09280285258515529
"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0]",17911,12384,5527,1192,519,0.0962532299741602,0.09390265967070743
"[0, 1, 1, 1, 0, 0, 1, 0, 1, 0]",4713,2381,2332,249,212,0.10457790844183117,0.09090909090909091
"[0, 1, 0, 0, 0, 0, 1, 0, 1, 1]",6568,3976,2592,377,259,0.09481891348088531,0.09992283950617284
"[1, 1, 1, 1, 0, 0, 0, 1, 0, 1]",7379,3025,4354,295,407,0.09752066115702479,0.09347726228755168
"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1]",6593,3458,3135,323,307,0.09340659340659341,0.09792663476874003
"[0, 0, 1, 0, 1, 1, 0, 0, 0, 1]",6104,3589,2515,359,251,0.10002786291446085,0.09980119284294235
"[1, 0, 1, 0, 1, 0, 1, 1, 0, 1]",5344,2223,3121,226,283,0.10166441745389114,0.09067606536366549
"[0, 1, 1, 1, 1, 1, 0, 1, 0, 1]",10233,4035,6198,385,612,0.09541511771995044,0.09874152952565343
"[1, 1, 0, 0, 0, 1, 1, 1, 1, 1]",17616,5833,11783,545,1076,0.09343391050917195,0.09131800050920819
"[0, 0, 0, 1, 0, 1, 0, 0, 1, 1]",7904,4885,3019,432,299,0.08843398157625385,0.09903941702550513
